id,type,tags,lat,lon,nds,members,changeset,timestamp,uid,user,version
29334078,node,"{addr:housenumber=85, amenity=police, addr:country=DE, name=Abschnitt 26, addr:street=Rudolstädter Straße, addr:postcode=10713, addr:city=Berlin}",52.4856723,13.3054470,[],[],25163905,2014-09-01 17:47:06.000,1260280,jacobbraeutigam,7
29695282,node,"{wheelchair=limited, amenity=police, name=Abschnitt 33}",52.5336632,13.3536389,[],[],25895462,2014-10-06 11:59:44.000,290680,wheelmap_visitor,3
573418582,node,"{amenity=police, name=Stadionwache}",52.5133140,13.2384350,[],[],3237584,2009-11-28 16:23:27.000,106578,kaneun,1
242769298,node,"{wheelchair=yes, amenity=police, name=Abschnitt 22}",52.5280167,13.2269115,[],[],19391627,2013-12-11 10:40:26.000,524500,wheelmap_android,7
364736489,node,"{wheelchair=limited, amenity=police, name=Abschnitt 56}",52.4194509,13.4783085,[],[],32535023,2015-07-10 10:14:13.000,290680,wheelmap_visitor,2
244118624,node,"{wheelchair=limited, amenity=police, name=Abschnitt 55}",52.4791560,13.4347588,[],[],42570951,2016-10-01 21:12:42.000,418040,SupapleX,8
2027108471,node,"{amenity=police, name=Direktion 6}",52.5352048,13.5378808,[],[],13992271,2012-11-22 22:22:23.000,52133,ulthra,1
1235571254,node,"{amenity=police, name=Direktionshundertschaft 1}",52.6171547,13.2446746,[],[],7791485,2011-04-07 06:25:50.000,190208,N16h7,1
614482788,node,"{wheelchair=no, website=http://www.berlin.de/polizei/bezirk/dir3/a32.html, amenity=police, name=Polizei Berlin Abschnitt 32, wikipedia=de:Polizeipräsidium Alexanderplatz, wikidata=Q2101792}",52.5242820,13.4156959,[],[],52343458,2017-09-25 03:55:35.000,339581,nyuriks,9
1038359981,node,"{addr:suburb=Wittenau, addr:housenumber=6, amenity=police, addr:country=DE, name=Abschnitt 12, addr:street=Am Nordgraben, addr:postcode=13437, addr:city=Berlin}",52.5872400,13.3258878,[],[],36931873,2016-02-01 08:30:57.000,95702,Balgofil,6
2558589522,node,"{website=http://www.berlin.de/polizei/wir-ueber-uns/struktur/zse/, amenity=police, name=Zentrale Serviceeinheit}",52.5247312,13.4161848,[],[],54716666,2017-12-17 23:51:05.000,7272314,marc__marc,2
206102770,node,"{wheelchair=no, website=http://www.berlin.de/polizei/bezirk/dir4/a46.html, phone=+49 30 4664 446 701, amenity=police, name=Polizei Abschnitt 46}",52.4276915,13.3475906,[],[],18765338,2013-11-07 14:32:28.000,416854,TheRedHairBomber,8
440877341,node,"{amenity=police, name=Abschnitt 45}",52.4434586,13.3063404,[],[],3831415,2010-02-09 12:13:59.000,66391,geozeisig,2
84644753,node,"{wheelchair=no, addr:suburb=Kreuzberg, name:de=Abschnitt 53 Kreuzberg-Nord, addr:housenumber=219, level=0;1, amenity=police, addr:country=DE, name=Abschnitt 53 Kreuzberg-Nord, name:en=District 53 North Kreuzberg, addr:street=Friedrichstraße, addr:postcode=10969, addr:city=Berlin}",52.5049589,13.3905699,[],[],61997085,2018-08-26 00:49:10.000,1836535,GITNE,11
